order	sample_id	group	observed_label	fold
45	GTEX-X15G-2326-SM-4PQZS	GTEx	-0.0057086808910031	3
46	GTEX-ZAB4-1126-SM-5HL86	GTEx	0.00953996756196872	1
47	GTEX-P78B-1026-SM-3NMC4	GTEx	0.0136202434910225	3
48	GTEX-XQ8I-1526-SM-4BOOH	GTEx	0.0274371552253171	4
49	GTEX-XBEW-1326-SM-4AT63	GTEx	0.00437072271885104	1
50	GTEX-13FHP-1526-SM-5IJGE	GTEx	-0.00557085518024639	4
51	GTEX-RTLS-1126-SM-46MUQ	GTEx	0.00319994755275749	5
52	GTEX-Y5V6-1026-SM-4VBS2	GTEx	0.000980415287762229	2
53	GTEX-11NSD-1126-SM-5N9BQ	GTEx	0.0123635424602756	3
54	GTEX-14BIN-2726-SM-5RQIE	GTEx	0.00200526113330524	5
55	GTEX-UJMC-0926-SM-4IHLK	GTEx	0.0214021586569216	3
56	GTEX-OOBK-0625-SM-3LK5P	GTEx	0.00994787371830481	1
57	GTEX-Y111-1626-SM-57WCY	GTEx	0.0215878003507225	5
58	GTEX-VUSG-1226-SM-4KKZF	GTEx	0.0127479599580161	1
59	GTEX-QEG5-1426-SM-447AS	GTEx	0.0235630368274915	5
60	GTEX-OIZG-1026-SM-3LK5X	GTEx	0.0218321068555454	2
61	GTEX-13OVI-2626-SM-5KM4T	GTEx	0.00725862800442708	4
62	GTEX-ZA64-0626-SM-5HL9O	GTEx	-0.0015927905605337	1
63	GTEX-S32W-0926-SM-4AD5X	GTEx	0.0140125709683196	2
64	GTEX-144FL-2726-SM-5O98Z	GTEx	0.0141834792793971	4
65	GTEX-13SLX-1726-SM-5Q5E5	GTEx	0.00511467652276546	2
66	GTEX-11EMC-2226-SM-5A5JW	GTEx	0.0128404941688925	2
67	GTEX-XXEK-0326-SM-4BRVV	GTEx	0.0255694393566125	1
68	GTEX-XGQ4-1526-SM-4AT6H	GTEx	0.00861318401334753	5
69	GTEX-11ONC-1526-SM-5GU6S	GTEx	0.00156089059683636	3
70	GTEX-12BJ1-1626-SM-5HL8Y	GTEx	0.00948098704165157	4
71	GTEX-T5JW-1326-SM-4DM5G	GTEx	0.00941261578914872	1
72	GTEX-111CU-0726-SM-5GZYD	GTEx	0.0152502017515138	2
73	GTEX-13X6H-1326-SM-5LU42	GTEx	-0.00132691563745159	3
74	GTEX-13JVG-2026-SM-5KM1N	GTEx	0.00536326637264309	2
75	GTEX-X4EP-1626-SM-4QAS6	GTEx	0.0139403259690735	2
76	GTEX-ZF3C-1626-SM-4WWB4	GTEx	0.00612999698113614	5
77	GTEX-13NZB-1226-SM-5J2MW	GTEx	0.0119166775451761	3
78	GTEX-ZYW4-1326-SM-5E45N	GTEx	-0.000403354430171345	4
79	GTEX-REY6-1326-SM-48FDO	GTEx	0.0207052123588784	4
80	GTEX-11DXX-1126-SM-5GZZK	GTEx	0.00963894244799134	3
81	GTEX-ZYVF-2226-SM-5GIDD	GTEx	0.0354536147625609	3
82	GTEX-YJ89-1526-SM-5P9IR	GTEx	0.00827278472244966	1
83	GTEX-R53T-1126-SM-48FD4	GTEx	0.0237595439232677	1
84	GTEX-O5YV-1026-SM-3LK72	GTEx	0.0161194671637424	5
85	GTEX-Z9EW-0526-SM-5HL8S	GTEx	0.00531390764179752	4
86	GTEX-XUZC-0426-SM-4BOPE	GTEx	0.00872231676702891	2
87	GTEX-R55G-1026-SM-48FDI	GTEx	0.00866650684844777	1
88	GTEX-R45C-1226-SM-48FEE	GTEx	0.0152947413204438	3
89	GTEX-12KS4-0926-SM-5BC5S	GTEx	0.00308257180779714	4
90	GTEX-13N1W-0726-SM-5MR57	GTEx	0.0243743668340453	2
91	GTEX-XBED-0826-SM-47JYC	GTEx	0.0070570010709112	1
92	GTEX-X4EP-0526-SM-3P5YW	GTEx	0.0114258535412768	4
93	GTEX-145MN-0926-SM-5NQBT	GTEx	0.0139961128664414	1
94	GTEX-PLZ5-0726-SM-2I5F9	GTEx	0.00739966588126592	3
95	GTEX-Y8E4-0526-SM-4V6GC	GTEx	0.0112870153232388	5
96	GTEX-148VI-0226-SM-5RQKA	GTEx	0.0120418480409652	5
97	GTEX-OIZG-0526-SM-2HMLF	GTEx	0.0124904011867766	3
98	GTEX-UPK5-1126-SM-3GAEJ	GTEx	0.0176304228269635	2
99	GTEX-13OVH-1026-SM-5J2NP	GTEx	0.00676975471300948	3
100	GTEX-13PL7-1726-SM-5J2NX	GTEx	0.0105719265640952	2
101	GTEX-13G51-0426-SM-5K7Z5	GTEx	0.0142429226108618	4
102	GTEX-13NYS-1626-SM-5J2MU	GTEx	0.0121641650756686	5
103	GTEX-145LS-1226-SM-5Q5D9	GTEx	0.0355412924509868	3
104	GTEX-WK11-0526-SM-3NB3O	GTEx	0.00616728796589394	2
105	GTEX-ZZPT-1326-SM-5E43H	GTEx	0.00411061603766355	1
106	GTEX-13OVJ-0726-SM-5KM1W	GTEx	0.0180807888663879	2
107	GTEX-ZDXO-1326-SM-57WBS	GTEx	0.00748893773355633	5
108	GTEX-131XE-0726-SM-5HL9K	GTEx	0.0162222099638025	4
109	GTEX-O5YV-0526-SM-2I5GE	GTEx	0.0240197868542289	3
110	GTEX-117YX-1326-SM-5H125	GTEx	0.0087580145189799	5
111	GTEX-12WSI-0826-SM-5EGKD	GTEx	0.0188741193337936	3
112	GTEX-13O3P-1026-SM-5N9E7	GTEx	0.0136269501011647	5
113	GTEX-13U4I-1426-SM-5J2M3	GTEx	0.0328552729649927	2
114	GTEX-X261-1026-SM-3NMDL	GTEx	-0.00537283838384209	1
115	GTEX-ZXG5-0826-SM-5GID6	GTEx	0.0163634096077135	4
116	GTEX-QDVN-0726-SM-4B64L	GTEx	0.0119717744162539	1
117	GTEX-ZF2S-0626-SM-4WKH2	GTEx	0.020555287611009	4
118	GTEX-QMR6-1926-SM-32PL9	GTEx	0.0189407356639007	5
119	GTEX-133LE-0526-SM-5N9EJ	GTEx	0.00474603021740749	5
120	GTEX-OXRO-0326-SM-33HBM	GTEx	0.00941241096710539	4
121	GTEX-13O3Q-0526-SM-5KM18	GTEx	0.0106828793355851	1
122	GTEX-QCQG-0326-SM-2I3ES	GTEx	0.00216912247881868	4
123	GTEX-12WSD-0826-SM-5GCNE	GTEx	0.0173977264473905	5
124	GTEX-13111-0426-SM-5DUXR	GTEx	0.0143335160000022	3
125	GTEX-13FHP-0726-SM-5K7YI	GTEx	0.0116836523377759	5
126	GTEX-P78B-0926-SM-2I5FA	GTEx	0.0269395609235317	1
127	GTEX-13QBU-0726-SM-5J2OA	GTEx	0.0220862343814091	2
128	GTEX-131YS-0926-SM-5IJB9	GTEx	0.00879290859684665	3
129	GTEX-XMD2-1026-SM-4WWE8	GTEx	0.00758836212618729	3
130	GTEX-11DXZ-0726-SM-5N9C4	GTEx	0.0312992283312473	4
131	GTEX-11NSD-0326-SM-5A5LS	GTEx	0.0124353803506219	3
132	GTEX-WZTO-0426-SM-3NM99	GTEx	0.0140505379556158	1
133	GTEX-11O72-0326-SM-5986D	GTEx	0.00644165744977014	4
134	GTEX-11DZ1-0926-SM-5EQ5R	GTEx	0.00836668270637294	2
135	GTEX-WXYG-2526-SM-3NB3F	GTEx	0.00278108900230233	1
136	GTEX-VUSG-2626-SM-4KKZI	GTEx	0.0127886806903232	1
137	GTEX-13PVR-2526-SM-5RQIT	GTEx	0.00113330157734699	4
138	GTEX-Z9EW-1726-SM-5CVMO	GTEx	-0.00224881103176748	2
139	GTEX-11EMC-2626-SM-59864	GTEx	0.000712413843802223	3
140	GTEX-13NZA-0526-SM-5L3D7	GTEx	0.00475239576346312	2
141	GTEX-ZTPG-0126-SM-5O9AL	GTEx	0.00376029314888066	4
142	GTEX-QEG5-0426-SM-2I5GJ	GTEx	0.0043865444287953	3
143	GTEX-Q2AG-0426-SM-2S1PU	GTEx	0.00390171474158151	4
144	GTEX-13PVQ-0326-SM-5K7YF	GTEx	0.00630772321014409	4
145	GTEX-1445S-0626-SM-5LU3C	GTEx	0.00667392660636042	1
146	GTEX-12ZZY-0626-SM-5EQ5T	GTEx	0.0103989367954171	2
147	GTEX-OIZI-0626-SM-2XCEH	GTEx	0.00400520985288335	1
148	GTEX-QDVN-2426-SM-2S1Q4	GTEx	0.000221624231814039	5
149	GTEX-147F3-0226-SM-5NQBV	GTEx	-0.00578997088209092	5
150	GTEX-QLQW-1326-SM-2S1QS	GTEx	0.0147059973056668	1
151	GTEX-Y8E5-0326-SM-57WBM	GTEx	0.00739255098833405	2
152	GTEX-ZWKS-0326-SM-5NQ7G	GTEx	0.00721340448926171	4
153	GTEX-Y5V6-2626-SM-5IFIX	GTEx	0.00355381624958675	3
154	GTEX-X4XX-0626-SM-3NMC1	GTEx	0.00635849338397942	5
155	GTEX-PWCY-2026-SM-5SI8R	GTEx	0.00161776113651014	2
156	GTEX-QVUS-0226-SM-3GIJY	GTEx	-0.00064734989312122	2
157	GTEX-SNMC-1426-SM-2XCFM	GTEx	0.00771465421718256	1
158	GTEX-11NSD-2026-SM-5HL5U	GTEx	-0.00296457322864699	3
159	GTEX-139T8-0526-SM-5KLZL	GTEx	0.0172637784955398	5
160	GTEX-146FR-1726-SM-5Q5DT	GTEx	0.000635239129793528	3
161	GTEX-13112-2626-SM-5BC66	GTEx	0.0134851784944037	1
162	GTEX-ZY6K-2026-SM-5GZXQ	GTEx	0.00799568395716744	4
163	GTEX-13FTZ-2226-SM-5LZXI	GTEx	0.0109945760873496	3
164	GTEX-11EQ9-2126-SM-5PNVW	GTEx	0.00156033249135368	4
165	GTEX-11H98-0326-SM-5HL4S	GTEx	-0.000735149530985215	5
166	GTEX-13W3W-2626-SM-5SIA2	GTEx	0.000250750000099564	4
167	GTEX-X261-0326-SM-3NMD4	GTEx	0.000523568001283297	5
168	GTEX-12WSM-0326-SM-5LZVI	GTEx	-0.00209751945355274	3
169	GTEX-117YX-2526-SM-5EQ4Q	GTEx	0.00515176630890014	5
170	GTEX-13OW7-0326-SM-5J1MP	GTEx	0.0079465008310266	3
171	GTEX-132Q8-0626-SM-5L3F3	GTEx	0.00625229705927962	3
172	GTEX-145MH-0326-SM-5LU8H	GTEx	0.0107377648436049	5
173	GTEX-13O1R-0526-SM-5K7XU	GTEx	0.0106617715789717	5
174	GTEX-XGQ4-2326-SM-4AT53	GTEx	0.0241905458674435	1
175	GTEX-1313W-0526-SM-5P9FZ	GTEx	0.00460698833034574	2
176	GTEX-Z93S-1626-SM-5CVMB	GTEx	0.0180712948236548	4
177	GTEX-11NSD-0626-SM-5A5LU	GTEx	0.0105294952247708	1
178	GTEX-12KS4-2126-SM-5FQUT	GTEx	0.0254881660968798	1
179	GTEX-ZZPU-0826-SM-5GZX5	GTEx	-0.000730118858853501	3
180	GTEX-XYKS-1426-SM-4BRUO	GTEx	0.0230075731703538	1
181	GTEX-ZVTK-0226-SM-51MRG	GTEx	0.0515759032956955	2
182	GTEX-Y3IK-1626-SM-4YCF5	GTEx	-0.00663751712357423	4
183	GTEX-13OVJ-0826-SM-5J1OK	GTEx	0.00432952205599183	4
184	GTEX-ZT9W-1126-SM-57WDR	GTEx	0.00751014550609055	1
185	GTEX-11ZUS-2626-SM-5FQUR	GTEx	0.00719702819610478	2
186	GTEX-14B4R-1326-SM-5Q5EZ	GTEx	0.00773613254375144	2
187	GTEX-13FTW-0326-SM-5K7UW	GTEx	0.0112075067557845	3
188	GTEX-ZF2S-1626-SM-57WES	GTEx	0.0151589466963379	4
189	GTEX-11O72-0626-SM-5PNYE	GTEx	0.0205002009815907	3
190	GTEX-11TUW-0626-SM-5LU9M	GTEx	0.00672418556781181	1
191	GTEX-ZVP2-0326-SM-57WBP	GTEx	0.00277688637596244	4
192	GTEX-146FQ-2126-SM-5RQHU	GTEx	0.00753198264054548	5
193	GTEX-132AR-0326-SM-5KM2C	GTEx	0.011595428344127	4
194	GTEX-1314G-1326-SM-5BC6E	GTEx	0.0256147830351766	2
195	GTEX-11VI4-1126-SM-5EQMD	GTEx	-0.000362481309181288	3
196	GTEX-12ZZZ-0726-SM-5GCNZ	GTEx	-0.000161512385575791	1
197	GTEX-ZAB4-2126-SM-5HL8U	GTEx	0.00114510480541175	5
198	GTEX-13VXT-1926-SM-5K7UO	GTEx	0.00339089876783479	2
199	GTEX-13NZ9-2626-SM-5L3FK	GTEx	0.0188944166447034	3
200	GTEX-148VJ-0626-SM-5LUAW	GTEx	-0.00640972691512602	2
201	GTEX-145MI-0626-SM-5SI8S	GTEx	-0.00234031608359395	4
202	GTEX-13PL6-1126-SM-5L3IE	GTEx	0.00571264048098283	1
203	GTEX-13U4I-2226-SM-5LU5H	GTEx	0.00863897289704031	2
204	GTEX-11DXX-2126-SM-5PNYR	GTEx	0.00639943658665876	5
205	GTEX-WYVS-1626-SM-3NM9R	GTEx	0.0259133231194984	4
206	GTEX-11DZ1-2426-SM-5GZZX	GTEx	0.0196590712639255	4
207	GTEX-111FC-2526-SM-5GZXU	GTEx	0.0140173492859886	3
208	GTEX-11ZTT-2126-SM-5CVLO	GTEx	0.00600141491895408	2
209	GTEX-WH7G-2026-SM-3NMBL	GTEx	0.0113588465563572	4
210	GTEX-XOT4-0626-SM-4B66L	GTEx	0.0331141269877343	3
211	GTEX-YB5K-2026-SM-4VDT3	GTEx	0.0077918662398026	5
212	GTEX-ZYW4-0626-SM-59HJR	GTEx	0.0105974052183548	5
213	GTEX-1192X-2726-SM-5N9DN	GTEx	-1.97132346739636e-05	4
214	GTEX-ZYFC-0426-SM-5GICQ	GTEx	0.00663933286505254	1
215	GTEX-111YS-1526-SM-5GZYW	GTEx	-0.00619408259841043	5
216	GTEX-11NUK-2726-SM-5A5MC	GTEx	0.0147185291464926	4
217	GTEX-11EQ8-0926-SM-5H12V	GTEx	0.015295551827111	5
218	GTEX-139TT-2126-SM-5LZWC	GTEx	0.0160383620557222	5
219	GTEX-X8HC-0626-SM-4E3HQ	GTEx	0.00422864110151939	5
220	GTEX-ZF29-0926-SM-4WKFZ	GTEx	0.000771134558748204	3
221	GTEX-YFCO-1226-SM-5LUAT	GTEx	0.00789350560693909	2
222	GTEX-13O3O-2326-SM-5IJD6	GTEx	0.0131460714537525	2
223	GTEX-139UW-2826-SM-5L3E7	GTEx	0.00472620582317281	3
224	GTEX-S95S-1226-SM-4GICG	GTEx	0.0171046763696458	2
225	GTEX-11GSP-2526-SM-5N9BP	GTEx	0.0154777774930284	4
226	GTEX-13O1R-0126-SM-5L3EH	GTEx	0.0118663204318245	5
227	GTEX-1212Z-2526-SM-5EGKP	GTEx	0.015991558636314	3
228	GTEX-14C5O-0126-SM-5SI6N	GTEx	0.0130101357442527	5
229	GTEX-OXRK-0226-SM-3NB2G	GTEx	0.0111307158134535	2
230	GTEX-1211K-2026-SM-5EQ4Z	GTEx	-0.00150449799199978	2
231	GTEX-XPVG-2626-SM-4B669	GTEx	0.0219690272086923	5
232	GTEX-XQ3S-1526-SM-4BOOC	GTEx	0.00541269504198422	3
233	GTEX-QESD-1426-SM-2S1R9	GTEx	0.0187517532809498	2
234	GTEX-U3ZM-1526-SM-3DB9D	GTEx	-0.00455654950764839	5
235	GTEX-TMMY-0226-SM-33HBA	GTEx	0.0167874305268046	5
236	GTEX-139T4-0226-SM-5HL5S	GTEx	0.018808690437712	5
237	GTEX-ZGAY-0526-SM-4WWBB	GTEx	0.00272645523055595	2
238	GTEX-OXRP-0126-SM-3NB32	GTEx	0.0132903027753187	5
239	GTEX-145MO-0326-SM-5Q5B3	GTEx	0.00396016678823464	5
240	GTEX-13RTJ-2426-SM-5S2Q2	GTEx	0.00521339905118615	2
241	GTEX-RUSQ-1526-SM-2TF62	GTEx	0.0131456937192532	2
242	GTEX-QLQW-1126-SM-2S1Q8	GTEx	0.0166089524716009	1
243	GTEX-145MN-2226-SM-5SIAU	GTEx	-0.00419594881407258	3
244	GTEX-ZYY3-0126-SM-5GZY5	GTEx	0.0110501717890092	3
245	GTEX-146FQ-0126-SM-5NQA9	GTEx	-0.000100241848700167	4
246	GTEX-Y8DK-0126-SM-4TT3L	GTEx	0.0220327151816148	1
247	GTEX-XBED-2226-SM-47JYQ	GTEx	0.00196301693766633	4
248	GTEX-P4PP-0126-SM-3LK69	GTEx	0.00998147092729173	1
249	GTEX-12WSL-2526-SM-5GCNJ	GTEx	-0.00301645832386241	2
250	GTEX-ZF2S-2326-SM-4WWCE	GTEx	0.0164626284484373	4
251	GTEX-13FTY-0526-SM-5L3EV	GTEx	0.0139117075240547	1
252	GTEX-ZYW4-0126-SM-5E44A	GTEx	-0.000266886912839277	2
253	GTEX-P4PQ-0126-SM-2S1NM	GTEx	0.00268225543104698	2
254	GTEX-QCQG-1726-SM-3GIJ9	GTEx	0.0157783397119906	4
255	GTEX-145MI-0526-SM-5O9A8	GTEx	0.0091727766037487	5
256	GTEX-11P82-1626-SM-59879	GTEx	-0.00463594566646886	1
257	GTEX-UJHI-1526-SM-3DB99	GTEx	-0.00178653646135979	5
258	GTEX-RU72-0926-SM-2TF6B	GTEx	0.0191817308101476	3
259	GTEX-11GS4-2726-SM-5A5LE	GTEx	0.00700449180873121	1
260	GTEX-1399T-2826-SM-5KLYZ	GTEx	0.0209634163336252	1
261	GTEX-OHPL-0126-SM-2HMJ7	GTEx	0.010996021928284	3
262	GTEX-OIZH-0126-SM-2HMIS	GTEx	0.00518450519663609	2
263	GTEX-13OVG-1926-SM-5L3DK	GTEx	0.00673395457608462	1
264	GTEX-RWS6-2026-SM-2XCB5	GTEx	0.00411818240846419	4
265	GTEX-145LT-1726-SM-5QGP3	GTEx	0.0120749245371001	2
266	GTEX-ZC5H-0226-SM-4WAY9	GTEx	0.0202965540069317	1
267	GTEX-14A6H-0126-SM-5QGPK	GTEx	-0.00100631344889809	5
268	GSM1973958	ADMSC	0.270504884247441	2
269	GSM1973959	ADMSC	0.287943448782629	2
270	GSM1973960	ADMSC	0.281537328816867	4
271	GSM1973961	ADMSC	0.297520993589465	5
272	GSM1973962	ADMSC	0.302467423727703	2
273	GSM1973963	ADMSC	0.30303188043157	3
274	GSM6169153	ADMSC	0.316668874179533	1
275	GSM6169155	ADMSC	0.267053720759631	4
276	GSM6169156	ADMSC	0.271492843743465	3
277	GSM6169158	ADMSC	0.297034164668481	2
278	GSM6169159	ADMSC	0.303896661827951	1
279	GSM6169161	ADMSC	0.325227307928437	1
280	GSM6169162	ADMSC	0.407780931854239	2
281	GSM6169164	ADMSC	0.300493260251	4
282	GSM6169165	ADMSC	0.347455063162342	1
283	GSM6169167	ADMSC	0.278754454075398	2
284	GSM6169168	ADMSC	0.312367517970769	2
285	GSM4128688	BMSC	0.313262234012003	2
286	GSM4128689	BMSC	0.288452269400646	4
287	GSM4128690	BMSC	0.32786937733333	2
288	GSM4128691	BMSC	0.25493823843683	3
289	GSM4128692	BMSC	0.355330988110296	4
290	GSM4128693	BMSC	0.326262282487962	1
291	GSM4128694	BMSC	0.297743000862305	5
292	GSM4128695	BMSC	0.270259317470327	4
293	GSM4128696	BMSC	0.378451545886922	1
294	GSM4128697	BMSC	0.347966609228187	1
295	GSM4128698	BMSC	0.400789737425506	3
296	GSM4128699	BMSC	0.416911456082187	4
297	GSM4128700	BMSC	0.344299445244229	2
298	GSM4128701	BMSC	0.386137526512896	2
299	GSM4128702	BMSC	0.362865053263312	5
300	GSM4128703	BMSC	0.355858065284059	5
301	GSM4128704	BMSC	0.39915850665082	1
302	GSM4128705	BMSC	0.383379053311263	1
303	GSM4128706	BMSC	0.40416208947984	1
304	GSM4128707	BMSC	0.400924385472255	3
305	GSM4128708	BMSC	0.385272230769154	5
306	GSM4128709	BMSC	0.368728357135386	1
307	GSM4128710	BMSC	0.360168241988483	5
308	GSM4128711	BMSC	0.416759968854698	2
309	GSM4128712	BMSC	0.354329093644955	5
310	GSM4128713	BMSC	0.406866106863147	5
311	GSM4128714	BMSC	0.335647697858022	1
312	GSM4128715	BMSC	0.391217767394405	4
313	GSM4128716	BMSC	0.362913427983746	3
314	GSM4128717	BMSC	0.402003850564935	5
315	GSM4128718	BMSC	0.366978472880817	5
316	GSM4128719	BMSC	0.321505014104603	1
317	GSM4128720	BMSC	0.290412766243126	4
318	GSM4128721	BMSC	0.405892665914299	3
319	GSM4128722	BMSC	0.364604800071522	4
320	GSM4128723	BMSC	0.409558532862735	5
321	GSM4128724	BMSC	0.353309082708021	5
322	GSM4128725	BMSC	0.373170496266809	3
323	GSM4128726	BMSC	0.329130637736469	2
324	GSM4128727	BMSC	0.357865111534381	4
325	GSM5393142	BMSC	0.277298505885209	5
326	GSM5393143	BMSC	0.392339974849033	2
327	GSM5393144	BMSC	0.279878534014428	1
328	GSM5393145	BMSC	0.367686051259084	3
329	GSM5393146	BMSC	0.334677757123189	4
330	GSM5393147	BMSC	0.331469513671771	4
331	GSM5393148	BMSC	0.343100266929092	2
332	GSM5393149	BMSC	0.256905871131922	3
333	GSM5393150	BMSC	0.30800367205266	5
334	GSM5393151	BMSC	0.0782799798071849	1
335	GSM5393152	BMSC	0.063499437491477	1
336	GSM5393153	BMSC	0.0675000056899039	2
337	GSM5393154	BMSC	0.0637267921687037	1
338	GSM5393155	BMSC	0.0637012569967374	4
339	GSM5393156	BMSC	0.0700258975231479	1
340	GSM5393157	BMSC	0.131398033685134	3
341	GSM5393158	BMSC	0.0645435648605577	1
342	GSM5393159	BMSC	0.0634189632319333	5
343	GSM4072651	BMSC	0.205360735230944	3
344	GSM4072652	BMSC	0.183583644020664	4
345	GSM4072653	BMSC	0.199118147643225	2
346	GSM4072654	BMSC	0.221701238310308	4
347	GSM4072655	BMSC	0.26687405791491	4
348	GSM4072656	BMSC	0.212458893527763	3
349	GSM4072657	BMSC	0.199625728857531	5
350	GSM4072658	BMSC	0.187134272899926	5
351	GSM4072659	BMSC	0.241783812519351	4
352	GSM4072660	BMSC	0.272545586909225	5
353	GSM4072661	BMSC	0.216780941928465	4
354	GSM4072662	BMSC	0.246571409600757	2
355	GSM4072663	BMSC	0.2176892750063	3
356	GSM4072664	BMSC	0.233035435552488	2
357	GSM4072665	BMSC	0.231615121418252	5
358	GSM4072666	BMSC	0.223923226499767	3
359	GSM4072667	BMSC	0.248426299629143	3
360	GSM4072668	BMSC	0.199352743051659	2
361	GSM3167292	HSC	0.429889912453648	1
362	GSM3167321	HSC	0.49585524483153	5
363	GSM3167324	HSC	0.458393313975598	2
364	GSM3167327	HSC	0.379156072865639	4
365	GSM3167340	HSC	0.492601380780526	4
366	GSM3167351	HSC	0.511046692982949	5
367	GSM3167354	HSC	0.347093061549597	5
368	GSM3167361	HSC	0.466802687503331	3
369	GSM3190036	HSC	0.199745176512254	3
370	GSM3190038	HSC	0.234489732238723	2
371	GSM3190039	HSC	0.184355470317571	2
372	GSM3190040	HSC	0.18816554900722	3
373	GSM3190041	HSC	0.137610334662559	5
374	GSM3190046	HSC	0.271204800059489	3
375	GSM3190049	HSC	0.167886757992009	5
376	GSM3190055	HSC	0.100236878548708	5
377	GSM3190056	HSC	0.183186710610939	1
378	GSM3190058	HSC	0.11323297052193	3
379	GSM3190059	HSC	0.178208850913506	1
380	GSM3190066	HSC	0.129899208880307	4
381	GSM3190068	HSC	0.137859188250593	2
382	GSM3190073	HSC	0.115531051437697	3
383	GSM2797287_Sample_56677	HSC	0.386087493448461	2
384	GSM2797288_Sample_56678	HSC	0.47584022968276	5
385	GSM2797289_Sample_56996	HSC	0.324975863845148	3
386	GSM2797290_Sample_57009	HSC	0.505000424996107	5
387	GSM2797291_Sample_56997	HSC	0.505378003715339	2
388	GSM2797292_Sample_57010	HSC	0.434517841564355	2
389	GSM2797293_Sample_69598	HSC	0.605762013708003	5
390	GSM2797294_Sample_57005	HSC	0.502608556654359	1
391	GSM2797295_Sample_69599	HSC	0.576649355864428	3
392	GSM2797296_Sample_57008	HSC	0.339895297843669	5
393	GSM2797297_Sample_57000	HSC	0.489275456345292	4
394	GSM2797298_Sample_57004	HSC	0.545342607361435	5
395	GSM2797299_Sample_69596	HSC	0.514048177241784	4
396	GSM2797300_Sample_57002	HSC	0.54537708207458	1
397	GSM2797301_Sample_57003	HSC	0.617115152500872	4
398	GSM2797302_Sample_56682	HSC	0.638789625103946	1
